iter,weights,bounds,results,regret,solve_time
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}",,"{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288846230587,7.031308174133301
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288846230587,0.0
1,"{'makespan': 2, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288846230587,8.35127305984497
1,"{'makespan': 4, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288846230587,10.279516458511353
1,"{'makespan': 8, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.41, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.28}",0.3509816795731743,26.223270416259766
2,"{'makespan': 8, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.4045111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.41, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.28}",0.3509816795731743,0.0
2,"{'makespan': 16, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.4045111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.3811111111111111, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.32555555555555554}",0.256022167305389,30.415302753448486
3,"{'makespan': 16, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.37706666666666666, 'workstations': None, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.3811111111111111, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.32555555555555554}",0.256022167305389,0.0
3,"{'makespan': 32, 'workstations': 1, 'employees': 2, 'robots': 1, 'employee_time': 1}","{'makespan': 0.37706666666666666, 'workstations': None, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.3688888888888889, 'workstations': 8, 'employees': 1, 'robots': 0, 'employee_time': 0.3333333333333333}",0.2158469890023582,30.403420448303223
3,"{'makespan': 32, 'workstations': 1, 'employees': 4, 'robots': 1, 'employee_time': 1}","{'makespan': 0.37706666666666666, 'workstations': None, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.3688888888888889, 'workstations': 8, 'employees': 1, 'robots': 0, 'employee_time': 0.3333333333333333}",0.2158469890023582,30.377055644989014
4,"{'makespan': 16, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.36545555555555553, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.3688888888888889, 'workstations': 8, 'employees': 1, 'robots': 0, 'employee_time': 0.3333333333333333}",0.2158469890023582,0.0
4,"{'makespan': 32, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.36545555555555553, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.30666666666666664, 'workstations': 8, 'employees': 2, 'robots': 0, 'employee_time': 0.45222222222222225}",0.014605868839807738,30.35297918319702
5,"{'makespan': 32, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.3063444444444444, 'workstations': None, 'employees': 1.9499, 'robots': None, 'employee_time': None}","{'makespan': 0.30666666666666664, 'workstations': 8, 'employees': 2, 'robots': 0, 'employee_time': 0.45222222222222225}",0.014605868839807738,0.0
