iter,weights_learned,regret,preferred_solution,computed_solution
20,"{'makespan': 5.054470284992944, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 11.91817653772723}",0.0,"{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}"
40,"{'makespan': 6.72749994932561, 'workstations': 7.400249944258172, 'employees': 1, 'robots': 1, 'employee_time': 25.54766986187665}",0.3024598052884154,"{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 1.1522222222222223, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.07555555555555556}"
60,"{'makespan': 19.19434249577509, 'workstations': 8.140274938683989, 'employees': 1, 'robots': 6.72749994932561, 'employee_time': 72.89048368510328}",0.0,"{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}"
