iter,weights_learned,regret,preferred_solution,computed_solution
20,"{'makespan': 1.815584233903403, 'workstations': 0.0001, 'employees': 2.0, 'robots': 1.3333333333333335, 'employee_time': 2.2185007974481668}",1.1152929540425183,"{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.5355555555555556, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.12333333333333334}"
40,"{'makespan': 1.7829713566257475, 'workstations': 0.33343333333333336, 'employees': 2.0, 'robots': 1.3333333333333335, 'employee_time': 2.5470494417862852}",1.7769097896790944,"{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
60,"{'makespan': 1.7646102192844402, 'workstations': 0.3334333333333334, 'employees': 2.0, 'robots': 1.3333333333333335, 'employee_time': 2.710792131844765}",1.7769097896790944,"{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
80,"{'makespan': 1.0613786591123695, 'workstations': 0.33343333333333336, 'employees': 2.0, 'robots': 1.0000000000000002, 'employee_time': 3.1807549175970244}",0.5671004357019178,"{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.7922222222222223, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}"
