iter,weights_learned,regret,preferred_solution,computed_solution
20,"{'makespan': np.float64(1.4508574187788357), 'workstations': np.float64(0.6499999999999998), 'employees': np.float64(1.2000000000000002), 'robots': np.float64(1.2000000000000002), 'employee_time': np.float64(1.4518079505276378)}",0.09175925494382026,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
40,"{'makespan': np.float64(1.4508574187788357), 'workstations': np.float64(0.5499999999999998), 'employees': np.float64(1.2000000000000002), 'robots': np.float64(1.2000000000000002), 'employee_time': np.float64(1.5119980244452724)}",0.09175925494382026,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
60,"{'makespan': np.float64(1.4337692437959235), 'workstations': np.float64(0.1999999999999999), 'employees': np.float64(1.2000000000000002), 'robots': np.float64(1.2000000000000002), 'employee_time': np.float64(1.7569821849521365)}",0.09175925494382026,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
