iter,weights_learned,regret,preferred_solution,computed_solution,solve_time
20,"{'makespan': 2048, 'workstations': 4, 'employees': 64, 'robots': 32, 'employee_time': 1}",0.0870929495540027,"{'makespan': 0.37333333333333335, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 0.5355555555555556}","{'makespan': 0.41888888888888887, 'workstations': 8, 'employees': 1, 'robots': 0, 'employee_time': 0.4166666666666667}",29.166680097579956
40,"{'makespan': 1048576, 'workstations': 4, 'employees': 32768, 'robots': 512, 'employee_time': 2}",0.08614831212828232,"{'makespan': 0.37333333333333335, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 0.5355555555555556}","{'makespan': 0.4066666666666667, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.4011111111111111}",14.987857818603516
60,"{'makespan': 268435456, 'workstations': 32, 'employees': 8388608, 'robots': 2048, 'employee_time': 8}",0.08614831212828232,"{'makespan': 0.37333333333333335, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 0.5355555555555556}","{'makespan': 0.4066666666666667, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.4011111111111111}",14.722004652023315
