iter,weights_learned,regret,preferred_solution,computed_solution,solve_time
20,"{'makespan': 1, 'workstations': 2, 'employees': 1, 'robots': 2, 'employee_time': 4}",0.7610338750618553,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 1.1555555555555554, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.10555555555555556}",2.318852186203003
40,"{'makespan': 1, 'workstations': 2, 'employees': 1, 'robots': 2, 'employee_time': 4}",0.7610338750618553,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 1.1555555555555554, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.10555555555555556}",2.3288967609405518
60,"{'makespan': 1, 'workstations': 2, 'employees': 1, 'robots': 2, 'employee_time': 4}",0.7610338750618553,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 1.1555555555555554, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.10555555555555556}",1.8082480430603027
