iter,weights_learned,regret,preferred_solution,computed_solution,solve_time
20,"{'makespan': 2, 'workstations': 2, 'employees': 1, 'robots': 512, 'employee_time': 4096}",0.006238348822850845,"{'makespan': 0.7922222222222223, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.6861233711242676
40,"{'makespan': 32768, 'workstations': 32768, 'employees': 1, 'robots': 131072, 'employee_time': 2097152}",10880.52249320741,"{'makespan': 0.7922222222222223, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}","{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}",0.9577467441558838
60,"{'makespan': 67108864, 'workstations': 65536, 'employees': 1, 'robots': 67108864, 'employee_time': 536870912}",0.0,"{'makespan': 0.7922222222222223, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}","{'makespan': 0.7922222222222223, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",1.3332829475402832
