iter,weights_learned,regret,preferred_solution,computed_solution
20,"{'makespan': np.float64(9.366689280868387), 'workstations': 0.0001, 'employees': np.float64(14.333333333333332), 'robots': np.float64(6.0), 'employee_time': np.float64(14.448275862068966)}",0.626522737003953,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.5711111111111111, 'workstations': 11, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}"
40,"{'makespan': np.float64(6.183175033921305), 'workstations': np.float64(2.7273727272727273), 'employees': np.float64(14.333333333333332), 'robots': np.float64(3.5), 'employee_time': np.float64(18.16594827586207)}",0.5628069426978708,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.7922222222222223, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}"
60,"{'makespan': np.float64(4.6295793758480395), 'workstations': np.float64(3.6364636363636365), 'employees': np.float64(14.333333333333332), 'robots': np.float64(1.0), 'employee_time': np.float64(19.006465517241388)}",0.03185788953369355,"{'makespan': 1.3677777777777778, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}","{'makespan': 0.7788888888888889, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}"
