Method,Queries,AvgRegret,StdRegret
norm_base,20.0,0.11670862977679627,0.22467704459950638
norm_base,40.0,1089.4634104227132,3352.960142310257
norm_base,60.0,1089.4411782312386,3352.8458302761887
