iter,weights_learned,regret,preferred_solution,computed_solution,solve_time
20,"{'makespan': 8, 'workstations': 128, 'employees': 2, 'robots': 2, 'employee_time': 4}",0.0,"{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}","{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}",0.40346312522888184
40,"{'makespan': 16, 'workstations': 512, 'employees': 4, 'robots': 8, 'employee_time': 32}",0.0,"{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}","{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}",0.3703024387359619
60,"{'makespan': 1024, 'workstations': 32768, 'employees': 64, 'robots': 512, 'employee_time': 2048}",0.004255014802668191,"{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}","{'makespan': 0.8444444444444444, 'workstations': 3, 'employees': 2, 'robots': 0, 'employee_time': 1.0}",0.31452298164367676
