iter,weights_learned,regret,preferred_solution,computed_solution
20,"{'makespan': np.float64(1.9060941870228496), 'workstations': np.float64(0.8334333333333334), 'employees': np.float64(2.0), 'robots': np.float64(3.0), 'employee_time': np.float64(2.849831600975695)}",0.28758035179638075,"{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
40,"{'makespan': np.float64(1.0887911892687254), 'workstations': 0.0001, 'employees': np.float64(2.0), 'robots': np.float64(3.0), 'employee_time': np.float64(5.100890483654178)}",0.2462407831607626,"{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}","{'makespan': 0.5355555555555556, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.12333333333333334}"
60,"{'makespan': np.float64(2.2107519352896228), 'workstations': np.float64(0.33343333333333336), 'employees': np.float64(2.0), 'robots': np.float64(3.0), 'employee_time': np.float64(5.012014564859416)}",0.28758035179638075,"{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
