iter,weights,bounds,results,regret,solve_time
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}",,"{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288569989863,2.118236780166626
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288569989863,0.0
1,"{'makespan': 2, 'workstations': 1, 'employees': 1, 'robots': 2, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288569989863,2.1598029136657715
1,"{'makespan': 4, 'workstations': 1, 'employees': 1, 'robots': 4, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288569989863,4.330437660217285
1,"{'makespan': 8, 'workstations': 1, 'employees': 1, 'robots': 8, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': None}","{'makespan': 0.41, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.28}",0.35098166467894104,25.007126569747925
1,"{'makespan': 8, 'workstations': 1, 'employees': 1, 'robots': 16, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': None}","{'makespan': 0.41, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.28}",0.35098166467894104,30.25528860092163
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.4045111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.2687888888888889}","{'makespan': 0.41, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.28}",0.35098166467894104,0.0
2,"{'makespan': 2, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 2}","{'makespan': 0.4045111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.2687888888888889}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288569989863,2.3059146404266357
2,"{'makespan': 4, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 2}","{'makespan': 0.4045111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.2687888888888889}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7454288569989863,3.8522844314575195
2,"{'makespan': 8, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 2}","{'makespan': 0.4045111111111111, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.2687888888888889}","{'makespan': 0.46444444444444444, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.16555555555555557}",0.5299438182412234,10.577645540237427
