user_index,weights,status,elapsed,objectives
5,"[1000000000.0, 0.001, 1000000.0, 1000.0, 1.0]",ERROR,0,{}
6,"[1000000000.0, 1000.0, 0.001, 1000000.0, 1.0]",ExitStatus.FEASIBLE,606.0903539657593,"{'makespan': 5.366666666666666, 'workstations': 9, 'employees': 3, 'robots': 3, 'employee_time': 0.6977777777777778}"
7,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",ERROR,0,{}
8,"[1000.0, 1.0, 0.001, 1000000.0, 1000000000.0]",ExitStatus.OPTIMAL,176.00694465637207,"{'makespan': 1.7005555555555556, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.08666666666666667}"
9,"[1000.0, 1000000000.0, 1000000.0, 0.001, 1.0]",ERROR,0,{}
10,"[1000000000.0, 1.0, 1000000.0, 1000.0, 0.001]",ERROR,0,{}
11,"[1000.0, 0.001, 1.0, 1000000000.0, 1000000.0]",ExitStatus.FEASIBLE,605.0105018615723,"{'makespan': 1.2291666666666667, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 0.13666666666666666}"
12,"[1000.0, 1.0, 0.001, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,434.7517468929291,"{'makespan': 1.0711111111111111, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.13666666666666666}"
13,"[1000.0, 1.0, 1000000.0, 0.001, 1000000000.0]",ExitStatus.OPTIMAL,270.32180547714233,"{'makespan': 2.0105555555555554, 'workstations': 7, 'employees': 1, 'robots': 2, 'employee_time': 0.08666666666666667}"
14,"[1.0, 1000000.0, 0.001, 1000.0, 1000000000.0]",ExitStatus.OPTIMAL,275.11968660354614,"{'makespan': 2.943888888888889, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.08666666666666667}"
30,"[1.0, 63.841675, 1.0, 36.158325, 1.0]",ERROR,0,{}
31,"[1.0, 100.0, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,605.3853690624237,"{'makespan': 1.5402777777777779, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.5}"
32,"[17.911133, 46.571021, 17.522982, 1.0, 17.994863]",ERROR,0,{}
33,"[23.336567, 1.0, 54.515705, 1.0, 22.147728]",ExitStatus.FEASIBLE,605.6700477600098,"{'makespan': 1.1513888888888888, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.19333333333333333}"
34,"[38.083746, 1.0, 1.0, 1.0, 61.916254]",ExitStatus.FEASIBLE,607.0963017940521,"{'makespan': 1.1897222222222221, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.21333333333333332}"
35,"[38.621632, 1.0, 1.0, 61.378368, 1.0]",ERROR,0,{}
36,"[54.476421, 1.0, 1.0, 22.531301, 22.992278]",ExitStatus.FEASIBLE,605.6714012622833,"{'makespan': 0.9597222222222223, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.2011111111111111}"
37,"[59.470827, 40.529173, 1.0, 1.0, 1.0]",ERROR,0,{}
38,"[62.376987, 1.0, 37.623013, 1.0, 1.0]",ERROR,0,{}
39,"[100.0, 1.0, 1.0, 1.0, 1.0]",ERROR,0,{}
