user_index,weights,status,elapsed,objectives
5,"[1000000000.0, 0.001, 1000000.0, 1000.0, 1.0]",ERROR,0,{}
6,"[1000000000.0, 1000.0, 0.001, 1000000.0, 1.0]",ExitStatus.FEASIBLE,605.4879689216614,"{'makespan': 1.025, 'workstations': 10, 'employees': 2, 'robots': 0, 'employee_time': 0.9577777777777777}"
7,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",ExitStatus.OPTIMAL,213.2637279033661,"{'makespan': 1.5772222222222223, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 1.43}"
8,"[1000.0, 1.0, 0.001, 1000000.0, 1000000000.0]",ExitStatus.OPTIMAL,204.843421459198,"{'makespan': 1.6502777777777777, 'workstations': 12, 'employees': 1, 'robots': 1, 'employee_time': 0.08666666666666667}"
9,"[1000.0, 1000000000.0, 1000000.0, 0.001, 1.0]",ExitStatus.OPTIMAL,328.89270210266113,"{'makespan': 1.5875, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 1.5733333333333333}"
10,"[1000000000.0, 1.0, 1000000.0, 1000.0, 0.001]",ERROR,0,{}
11,"[1000.0, 0.001, 1.0, 1000000000.0, 1000000.0]",ERROR,0,{}
12,"[1000.0, 1.0, 0.001, 1000000000.0, 1000000.0]",ERROR,0,{}
13,"[1000.0, 1.0, 1000000.0, 0.001, 1000000000.0]",ExitStatus.OPTIMAL,559.0124883651733,"{'makespan': 1.4175, 'workstations': 11, 'employees': 1, 'robots': 3, 'employee_time': 0.08666666666666667}"
14,"[1.0, 1000000.0, 0.001, 1000.0, 1000000000.0]",ERROR,0,{}
30,"[1.0, 63.841675, 1.0, 36.158325, 1.0]",ERROR,0,{}
31,"[1.0, 100.0, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,610.857545375824,"{'makespan': 1.52, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.5}"
32,"[17.911133, 46.571021, 17.522982, 1.0, 17.994863]",ExitStatus.FEASIBLE,611.0690369606018,"{'makespan': 1.4525, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 1.43}"
33,"[23.336567, 1.0, 54.515705, 1.0, 22.147728]",ERROR,0,{}
34,"[38.083746, 1.0, 1.0, 1.0, 61.916254]",ExitStatus.FEASIBLE,611.8024952411652,"{'makespan': 0.93, 'workstations': 10, 'employees': 1, 'robots': 1, 'employee_time': 0.3233333333333333}"
35,"[38.621632, 1.0, 1.0, 61.378368, 1.0]",ERROR,0,{}
36,"[54.476421, 1.0, 1.0, 22.531301, 22.992278]",ERROR,0,{}
37,"[59.470827, 40.529173, 1.0, 1.0, 1.0]",ERROR,0,{}
38,"[62.376987, 1.0, 37.623013, 1.0, 1.0]",ERROR,0,{}
39,"[100.0, 1.0, 1.0, 1.0, 1.0]",ERROR,0,{}
