iter,weights,bounds,results,regret,solve_time
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}",,"{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7536465925476642,1.1029927730560303
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': 4.899900000000001, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7536465925476642,0.0
1,"{'makespan': 2, 'workstations': 2, 'employees': 2, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': 4.899900000000001, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7536465925476642,0.9152405261993408
1,"{'makespan': 4, 'workstations': 4, 'employees': 4, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': 4.899900000000001, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7536465925476642,2.8500990867614746
1,"{'makespan': 8, 'workstations': 8, 'employees': 8, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': 4.899900000000001, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.6122222222222222, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.5955555555555555}",1.0256949069986854,12.027920246124268
1,"{'makespan': 16, 'workstations': 8, 'employees': 16, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': 4.899900000000001, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.46111111111111114, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.4311111111111111}",0.5257114508873885,30.133029222488403
1,"{'makespan': 16, 'workstations': 16, 'employees': 32, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': 4.899900000000001, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.5688888888888889, 'workstations': 4, 'employees': 1, 'robots': 1, 'employee_time': 0.5522222222222222}",0.8856250853850904,8.554079532623291
1,"{'makespan': 32, 'workstations': 16, 'employees': 64, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5185111111111111, 'workstations': 4.899900000000001, 'employees': 0.9999, 'robots': None, 'employee_time': None}","{'makespan': 0.5688888888888889, 'workstations': 4, 'employees': 1, 'robots': 1, 'employee_time': 0.5522222222222222}",0.8856250853850904,30.142592668533325
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.5554555555555556, 'workstations': 3.9499, 'employees': None, 'robots': 0.9499, 'employee_time': 0.5274}","{'makespan': 0.5688888888888889, 'workstations': 4, 'employees': 1, 'robots': 1, 'employee_time': 0.5522222222222222}",0.8856250853850904,0.0
2,"{'makespan': 2, 'workstations': 2, 'employees': 1, 'robots': 2, 'employee_time': 2}","{'makespan': 0.5554555555555556, 'workstations': 3.9499, 'employees': None, 'robots': 0.9499, 'employee_time': 0.5274}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7536465925476642,1.2161905765533447
2,"{'makespan': 2, 'workstations': 4, 'employees': 1, 'robots': 2, 'employee_time': 2}","{'makespan': 0.5554555555555556, 'workstations': 3.9499, 'employees': None, 'robots': 0.9499, 'employee_time': 0.5274}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7536465925476642,0.7893333435058594
2,"{'makespan': 2, 'workstations': 8, 'employees': 1, 'robots': 2, 'employee_time': 2}","{'makespan': 0.5554555555555556, 'workstations': 3.9499, 'employees': None, 'robots': 0.9499, 'employee_time': 0.5274}","{'makespan': 1.15, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.15555555555555556}",2.805059566739289,0.5698168277740479
