iter,weights,bounds,results,regret,solve_time
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}",,"{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7751689322271196,4.7119762897491455
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.15689999999999998}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7751689322271196,0.0
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 2}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.15689999999999998}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.7751689322271196,3.5447182655334473
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 4}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.15689999999999998}","{'makespan': 1.1555555555555554, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.10555555555555556}",0.163921824751335,5.496479272842407
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 4}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.1555555555555554, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.10555555555555556}",0.163921824751335,0.0
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 2, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,3.0589284896850586
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 4, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,2.157174825668335
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 8, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,1.6491892337799072
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 16, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,1.6901803016662598
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 32, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,1.7370338439941406
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 64, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,2.0444247722625732
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 128, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,1.6568453311920166
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 256, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,1.3818280696868896
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 512, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,1.462446928024292
2,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1024, 'employee_time': 8}","{'makespan': None, 'workstations': None, 'employees': None, 'robots': -0.0001, 'employee_time': 0.10306666666666665}","{'makespan': 1.3655555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.008665035214441895,2.357454538345337
