iter,weights_learned,regret,preferred_solution,computed_solution,solve_time
20,"{'makespan': 1, 'workstations': 128, 'employees': 1, 'robots': 2, 'employee_time': 16}",0.32766807839686124,"{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}","{'makespan': 1.15, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.15555555555555556}",0.33314061164855957
40,"{'makespan': 512, 'workstations': 2048, 'employees': 1, 'robots': 16, 'employee_time': 256}",0.005885264836917662,"{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}","{'makespan': 0.8466666666666667, 'workstations': 3, 'employees': 2, 'robots': 1, 'employee_time': 0.9533333333333334}",0.8360795974731445
60,"{'makespan': 1024, 'workstations': 16384, 'employees': 128, 'robots': 256, 'employee_time': 2048}",0.32766807839686124,"{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}","{'makespan': 1.15, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.15555555555555556}",1.2417261600494385
