iter,weights_learned,regret,preferred_solution,computed_solution
20,"{'makespan': 1.0312051900814887, 'workstations': 0.7666666666666666, 'employees': 0.8, 'robots': 0.8, 'employee_time': 1.1169590643274852}",0.7403617572068559,"{'makespan': 0.37333333333333335, 'workstations': 6, 'employees': 2, 'robots': 1, 'employee_time': 0.58}","{'makespan': 0.6522222222222223, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.49777777777777776}"
40,"{'makespan': 1.0841202392193905, 'workstations': 0.6499999999999997, 'employees': 0.75, 'robots': 0.6333333333333334, 'employee_time': 1.1430090377458797}",0.7403617572068559,"{'makespan': 0.37333333333333335, 'workstations': 6, 'employees': 2, 'robots': 1, 'employee_time': 0.58}","{'makespan': 0.6522222222222223, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.49777777777777776}"
60,"{'makespan': 1.1800440667296206, 'workstations': 0.4999999999999993, 'employees': 0.75, 'robots': 0.6333333333333334, 'employee_time': 1.3085592769803296}",0.4147331552610943,"{'makespan': 0.37333333333333335, 'workstations': 6, 'employees': 2, 'robots': 1, 'employee_time': 0.58}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
80,"{'makespan': 1.229050816633443, 'workstations': 0.4499999999999993, 'employees': 0.75, 'robots': 0.7333333333333334, 'employee_time': 1.3301435406698567}",0.4147331552610943,"{'makespan': 0.37333333333333335, 'workstations': 6, 'employees': 2, 'robots': 1, 'employee_time': 0.58}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}"
