iter,weights_learned,regret,preferred_solution,computed_solution,solve_time
20,"{'makespan': 1, 'workstations': 512, 'employees': 1, 'robots': 1, 'employee_time': 32}",0.0,"{'makespan': 0.9755555555555555, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.9533333333333334}","{'makespan': 0.9755555555555555, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.9533333333333334}",1.3832569122314453
40,"{'makespan': 2048, 'workstations': 16384, 'employees': 256, 'robots': 1, 'employee_time': 1024}",0.0,"{'makespan': 0.9755555555555555, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.9533333333333334}","{'makespan': 0.9755555555555555, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.9533333333333334}",1.4826483726501465
60,"{'makespan': 2048, 'workstations': 524288, 'employees': 512, 'robots': 512, 'employee_time': 32768}",0.0,"{'makespan': 0.9755555555555555, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.9533333333333334}","{'makespan': 0.9755555555555555, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.9533333333333334}",1.5691637992858887
